@relation class_core_vector-weka.filters.unsupervised.attribute.Remove-R2-5

@attribute commitID numeric
@attribute classInnerCount numeric
@attribute classOuterCount numeric
@attribute classInnerCount:maxInnerCount numeric
@attribute classInnerCount:aveInnerCount numeric
@attribute classOuterCount:maxOuterCount numeric
@attribute classOuterCount:aveOuterCount numeric
@attribute classType {0,1}
@attribute classIndex numeric
@attribute isCoreType1 numeric
@attribute isCoreType2 {0,1}
@attribute isCoreType3 {0,1}
@attribute isCoreType4 numeric
@attribute isCoreType5 {0,1}
@attribute classInnerCountWeight numeric
@attribute classOuterCountWeight numeric
@attribute classNum numeric
@attribute MethodNum numeric
@attribute methodWeight numeric
@attribute newethodNum numeric
@attribute newMethodWeight numeric
@attribute changeMethodNum numeric
@attribute changeMethodWeight numeric
@attribute deleteMethodNum numeric
@attribute deleteMethodWeight numeric
@attribute methodsInnerCount numeric
@attribute methodsOuterCount numeric
@attribute statementNum numeric
@attribute statementWeight numeric
@attribute statementNum:maxStatementNum numeric
@attribute statementNum:aveStatementNum numeric
@attribute newStatementNum numeric
@attribute newStatementWeight numeric
@attribute changeStatementNum numeric
@attribute changeStatementWeight numeric
@attribute deleteStatementNum numeric
@attribute deleteStatementWeight numeric
@attribute class numeric

@data
58,1,2,5,1,5,2,1,0,2,0,0,3,0,2,4,4,3,2,1,2,1,2,1,2,0,0,3,2,1,0,2,1,1,3,0,0,0
58,1,0,5,1,0,0,1,0,4,0,0,5,0,2,0,4,2,2,1,2,0,0,1,2,0,0,6,4,5,2,6,5,0,0,0,0,0
58,1,2,5,1,5,2,1,0,2,0,0,3,0,2,4,4,1,1,0,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0
58,1,0,5,1,0,0,1,0,4,0,0,5,0,2,0,4,2,2,1,2,0,0,1,2,0,0,1,1,0,0,1,1,0,0,0,0,0
58,1,2,5,1,5,2,1,0,2,0,0,3,0,2,4,4,2,2,0,0,2,4,0,0,0,0,3,2,1,0,2,1,1,3,0,0,0
59,0,0,0,0,0,0,1,0,3,0,0,4,0,0,0,4,2,2,1,5,0,0,1,4,0,0,2,1,0,0,2,2,0,0,0,0,0
59,1,0,5,1,0,0,1,0,4,0,0,5,0,2,0,4,2,2,1,5,0,0,1,4,0,0,7,6,5,3,7,6,0,0,0,0,1
59,1,1,5,1,2,1,1,0,2,0,0,4,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,1,0,5,1,0,0,1,0,4,0,0,5,0,2,0,4,4,4,0,0,3,6,1,4,0,0,5,3,2,1,0,0,5,6,0,0,0
59,1,2,5,1,5,3,1,0,2,0,0,3,0,2,4,4,1,1,0,0,1,2,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0
59,0,1,0,0,2,1,1,0,1,0,0,3,0,0,2,4,1,1,0,0,1,2,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1
61,2,0,5,2,0,0,0,0,4,1,0,6,0,2,0,5,3,1,3,2,0,0,0,0,0,0,6,2,2,1,6,2,0,0,0,0,0
61,1,3,2,1,5,4,0,0,2,0,1,2,0,1,3,5,2,1,2,1,0,0,0,0,0,1,5,2,2,1,5,2,0,0,0,0,1
61,2,0,5,2,0,0,0,0,4,1,0,6,0,2,0,5,5,2,5,3,0,0,0,0,0,0,7,3,5,2,7,3,0,0,0,0,0
61,1,1,2,1,1,1,1,0,2,0,0,4,0,1,1,5,6,3,4,2,1,2,3,3,0,0,6,2,3,2,6,2,1,2,0,0,0
61,0,0,0,0,0,0,1,0,3,0,0,4,0,0,0,5,1,1,0,0,1,2,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0
61,0,3,0,0,5,4,1,0,1,0,0,1,0,0,3,5,6,2,2,1,1,2,4,4,0,1,6,2,3,1,6,2,1,2,0,0,0
61,0,0,0,0,0,0,1,0,3,0,0,4,0,0,0,5,2,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
61,1,0,2,1,0,0,1,0,4,0,0,5,0,1,0,5,1,1,0,0,1,2,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0
61,1,1,2,1,1,1,1,0,2,0,0,4,0,1,1,5,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0
61,0,0,0,0,0,0,1,0,3,0,0,4,0,0,0,5,5,2,2,1,1,2,2,2,0,0,3,1,1,0,2,1,1,2,0,0,0
61,0,0,0,0,0,0,1,0,3,0,0,4,0,0,0,5,4,2,2,1,0,0,2,2,0,0,2,1,0,0,2,1,0,0,0,0,0
62,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,6,1,6,1,0,0,0,0,0,0,7,1,0,0,7,1,0,0,0,0,0
62,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,4,1,4,1,0,0,0,0,1,0,5,1,0,0,5,1,0,0,0,0,0
62,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,8,2,7,2,0,0,0,0,0,1,10,2,1,1,8,2,0,0,0,0,1
62,1,0,5,3,0,0,1,0,4,0,0,5,0,1,0,4,2,1,1,1,0,0,1,1,0,0,2,1,0,0,2,1,0,0,0,0,0
62,0,1,0,0,5,3,1,0,1,0,0,3,0,0,1,4,6,1,2,1,1,2,4,4,1,1,4,1,0,0,3,1,1,2,0,0,0
62,1,0,5,3,0,0,1,0,4,0,0,5,0,1,0,4,1,1,0,0,1,2,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0
62,0,1,0,0,5,3,1,0,1,0,0,3,0,0,1,4,5,1,1,1,3,4,1,1,0,1,5,1,0,0,2,1,3,4,0,0,0
62,1,1,5,3,5,3,1,0,2,0,0,4,0,1,1,4,4,1,1,1,2,3,1,1,0,0,7,1,0,0,6,1,2,3,0,0,0
62,0,0,0,0,0,0,1,0,3,0,0,4,0,0,0,4,1,1,0,0,1,2,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0
62,0,0,0,0,0,0,1,0,3,0,0,4,0,0,0,4,8,6,7,6,0,0,3,3,0,0,10,6,5,5,8,6,0,0,0,0,0
64,1,0,5,3,0,0,1,0,4,0,0,5,0,2,0,4,7,5,6,3,3,6,5,6,0,0,6,5,5,2,5,5,2,5,0,0,0
64,1,2,5,3,5,5,1,0,2,0,0,3,0,2,4,4,1,1,0,0,1,3,0,0,0,0,2,2,1,0,0,0,2,5,0,0,0
65,1,0,5,1,0,0,0,0,4,0,0,5,0,2,0,4,2,2,2,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
65,1,0,5,1,0,0,0,0,4,0,0,5,0,2,0,4,2,2,2,2,0,0,0,0,0,0,3,1,1,0,3,1,0,0,0,0,0
65,1,0,5,1,0,0,0,0,4,0,0,5,0,2,0,4,2,2,2,2,0,0,0,0,0,0,3,1,1,0,3,1,0,0,0,0,0
65,1,0,5,1,0,0,0,0,4,0,0,5,0,2,0,4,2,2,2,2,0,0,0,0,0,0,7,4,5,3,7,5,0,0,0,0,0
65,1,4,5,1,5,4,1,0,2,0,1,1,0,2,5,4,3,2,2,2,1,4,0,0,0,1,6,2,2,1,5,2,1,4,0,0,1
65,1,0,5,1,0,0,1,0,4,0,0,5,0,2,0,4,1,1,1,1,0,0,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0
65,0,3,0,0,3,3,1,0,1,0,0,1,0,0,4,4,3,2,2,2,1,4,0,0,0,1,5,2,1,1,4,2,1,4,0,0,0
65,1,0,5,1,0,0,1,0,4,0,0,5,0,2,0,4,3,2,1,1,1,4,1,6,0,0,3,1,1,0,2,1,1,4,0,0,0
67,0,0,0,0,0,0,1,0,3,0,0,4,0,0,0,0,4,6,3,6,1,6,0,0,0,0,6,6,5,1,4,6,1,6,1,6,0
67,0,0,0,0,0,0,1,0,3,0,0,4,0,0,0,0,2,4,2,4,0,0,0,0,0,0,2,3,1,0,2,4,0,0,0,0,1
68,0,0,0,0,0,0,1,0,3,0,0,4,0,0,0,0,3,6,2,5,1,6,0,0,0,0,5,6,5,1,4,6,1,6,0,0,0
68,0,0,0,0,0,0,1,0,3,0,0,4,0,0,0,0,2,4,2,5,0,0,0,0,0,0,2,3,2,0,2,4,0,0,0,0,1
70,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,8,6,7,6,0,0,0,0,0,0,10,6,5,1,8,6,0,0,0,0,1
70,0,0,0,0,0,0,1,0,3,0,0,4,0,0,0,0,8,5,6,3,4,6,5,6,0,0,7,3,1,0,7,3,1,6,0,0,0
71,2,1,5,1,2,0,1,0,2,0,0,5,0,6,5,0,6,6,1,6,0,0,4,6,0,0,7,6,5,1,7,6,0,0,0,0,1
71,1,2,2,0,5,1,1,0,2,0,0,3,0,5,6,0,1,2,0,0,1,6,0,0,0,0,1,1,0,0,0,0,1,6,0,0,0
73,0,3,0,0,5,3,0,0,1,0,0,1,0,0,5,4,6,4,6,6,0,0,0,0,0,1,7,4,5,1,7,4,0,0,0,0,1
73,1,0,2,1,0,0,1,0,4,0,0,5,0,2,0,4,4,2,3,2,1,2,0,0,1,0,7,3,3,1,7,3,1,1,0,0,0
73,1,0,2,1,0,0,1,0,4,0,0,5,0,2,0,4,2,1,0,0,2,3,0,0,0,0,2,1,0,0,0,0,2,2,0,0,0
73,0,1,0,0,1,1,1,0,1,0,0,3,0,0,2,4,2,1,0,0,2,3,0,0,0,0,2,1,0,0,0,0,2,2,0,0,0
73,2,2,5,2,3,2,1,0,2,0,1,4,0,4,4,4,6,4,1,1,3,4,5,6,0,0,7,3,4,1,6,3,6,6,0,0,0
73,2,0,5,2,0,0,1,0,4,1,0,6,0,4,0,4,5,2,1,1,0,0,4,4,0,0,4,1,1,0,4,1,0,0,0,0,0
74,1,0,1,0,0,0,0,0,4,0,0,5,0,1,0,4,6,2,6,2,0,0,0,0,1,0,7,1,1,1,7,2,0,0,0,0,0
74,0,4,0,0,5,2,0,0,1,0,1,1,0,0,4,4,8,5,7,6,0,0,0,0,0,1,10,4,5,4,8,6,0,0,0,0,1
74,2,0,2,1,0,0,0,0,4,1,0,6,0,2,0,4,6,1,6,2,0,0,0,0,1,0,7,2,2,1,7,3,0,0,0,0,0
74,0,0,0,0,0,0,1,0,3,0,0,4,0,0,0,4,5,1,2,1,2,2,1,3,0,0,6,1,0,0,3,1,4,2,0,0,0
74,0,3,0,0,3,2,1,0,1,0,0,1,0,0,3,4,4,1,0,0,4,4,0,0,0,0,5,1,0,0,0,0,5,3,0,0,0
74,1,1,1,0,1,0,1,0,2,0,0,4,0,1,1,4,3,1,0,0,3,3,0,0,0,0,3,1,0,0,1,1,2,1,0,0,0
74,4,1,5,2,1,0,1,0,2,0,1,7,1,4,1,4,1,1,0,0,1,1,0,0,0,0,2,1,0,0,0,0,2,1,0,0,0
74,0,3,0,0,3,2,1,0,1,0,0,1,0,0,3,4,4,1,2,1,0,0,2,5,0,0,2,1,0,0,2,1,0,0,0,0,0
74,3,2,3,2,2,1,1,0,2,0,1,5,0,3,2,4,5,1,1,1,3,3,1,3,0,0,7,2,2,1,6,1,7,5,0,0,0
74,3,0,3,2,0,0,1,0,4,1,0,7,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0,0,0,0,0,0,1,0,3,0,0,4,0,0,0,4,4,2,2,2,1,2,1,5,0,0,3,1,1,0,2,1,0,0,1,3,0
76,0,0,0,0,0,0,1,0,3,0,0,4,0,0,0,4,5,3,5,4,0,0,0,0,0,0,6,3,4,2,6,4,0,0,0,0,1
76,1,0,5,2,0,0,1,0,4,0,0,5,0,2,0,4,1,1,0,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0
76,0,0,0,0,0,0,1,0,3,0,0,4,0,0,0,4,1,1,0,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0
76,0,1,0,0,2,2,1,0,1,0,0,3,0,0,2,4,3,2,0,0,2,3,1,5,0,0,4,2,1,0,2,1,1,3,1,3,0
76,0,0,0,0,0,0,1,0,3,0,0,4,0,0,0,4,5,3,5,4,0,0,0,0,0,0,7,4,5,2,7,5,0,0,0,0,0
76,1,2,5,2,5,5,1,0,2,0,0,3,0,2,3,4,2,1,0,0,2,3,0,0,0,0,3,1,1,0,0,0,1,3,2,5,0
76,1,0,5,2,0,0,1,0,4,0,0,5,0,2,0,4,1,1,1,1,0,0,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0
77,0,0,0,0,0,0,1,0,3,0,0,4,0,0,0,0,1,5,0,0,1,5,0,0,0,0,3,5,5,1,2,6,0,0,1,5,0
77,0,0,0,0,0,0,1,0,3,0,0,4,0,0,0,0,1,5,0,0,1,5,0,0,0,0,3,5,5,1,1,4,1,6,1,5,1
79,1,1,1,1,5,1,0,0,2,0,0,4,0,2,2,3,3,1,3,2,0,0,0,0,0,0,6,2,1,0,6,2,0,0,0,0,0
79,0,1,0,0,5,1,1,0,1,0,0,3,0,0,2,3,7,4,6,4,6,4,4,5,0,0,8,3,4,1,7,3,6,5,0,0,1
79,0,1,0,0,5,1,1,0,1,0,0,3,0,0,2,3,7,4,6,4,6,4,3,4,0,0,8,4,5,1,8,4,5,4,0,0,1
79,3,0,5,3,0,0,1,0,4,1,0,7,1,6,0,3,6,2,5,2,2,2,1,2,0,0,7,2,1,0,6,2,2,2,0,0,0
79,0,1,0,0,5,1,1,0,1,0,0,3,0,0,2,3,3,1,1,1,1,1,1,2,0,0,6,1,1,0,6,1,1,1,0,0,0
80,0,0,0,0,0,0,1,0,3,0,0,4,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0
80,0,0,0,0,0,0,1,0,3,0,0,4,0,0,0,0,7,6,7,6,1,6,0,0,0,0,8,6,5,1,8,6,2,6,0,0,1
82,0,0,0,0,0,0,1,0,3,0,0,4,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,1
82,0,0,0,0,0,0,1,0,3,0,0,4,0,0,0,0,2,4,1,6,0,0,1,3,0,0,4,6,5,2,4,6,0,0,0,0,0
83,2,1,5,1,1,0,1,0,2,0,0,5,0,4,2,3,2,1,1,2,1,1,0,0,0,0,3,1,0,0,3,2,0,0,0,0,0
83,2,1,5,1,1,0,1,0,2,0,0,5,0,4,2,3,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
83,0,4,0,0,5,3,1,0,1,0,1,1,0,0,6,3,7,6,6,6,5,5,2,6,0,1,8,6,5,3,8,6,6,5,0,0,1
83,1,0,2,0,0,0,1,0,4,0,0,5,0,2,0,3,4,2,1,2,2,2,1,4,0,0,6,3,1,1,1,1,6,5,0,0,0
85,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,3,4,2,4,3,0,0,0,0,0,0,7,4,2,1,7,4,0,0,0,0,1
85,0,1,0,0,5,2,0,0,1,0,0,3,0,0,2,3,7,6,7,6,0,0,0,0,0,0,8,6,5,2,8,6,0,0,0,0,1
85,0,0,0,0,0,0,1,0,3,0,0,4,0,0,0,3,4,2,0,0,3,6,1,6,0,0,4,1,0,0,2,1,2,6,0,0,0
85,2,0,5,5,0,0,1,0,4,1,0,6,0,4,0,3,1,1,0,0,1,2,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0
85,0,1,0,0,5,2,1,0,1,0,0,3,0,0,2,3,1,1,0,0,1,2,0,0,0,0,1,1,0,0,0,0,1,4,0,0,0
86,0,0,0,0,0,0,1,0,3,0,0,4,0,0,0,2,5,4,3,4,2,4,0,0,0,0,6,4,3,1,6,3,2,5,0,0,1
86,2,1,5,4,5,2,1,0,2,0,0,5,0,5,3,2,3,2,1,2,2,4,0,0,0,0,3,1,1,0,2,1,1,3,0,0,0
86,0,1,0,0,5,2,1,0,1,0,0,3,0,0,3,2,3,2,1,2,1,2,1,6,0,1,6,2,2,0,5,2,1,3,0,0,0
86,0,0,0,0,0,0,1,0,3,0,0,4,0,0,0,2,5,4,4,5,1,2,0,0,0,0,7,5,5,1,7,5,0,0,2,6,0
88,0,1,0,0,5,1,1,0,1,0,0,3,0,0,2,3,2,3,1,5,1,4,0,0,0,0,6,5,5,2,2,5,4,5,0,0,0
88,3,0,5,3,0,0,1,0,4,1,0,7,1,6,0,3,2,3,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
88,1,1,1,1,5,1,1,0,2,0,0,4,0,2,2,3,2,3,1,5,0,0,1,4,0,0,2,2,1,0,2,5,0,0,0,0,1
88,0,1,0,0,5,1,1,0,1,0,0,3,0,0,2,3,1,2,0,0,1,4,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0
88,0,1,0,0,5,1,1,0,1,0,0,3,0,0,2,3,1,2,0,0,1,4,0,0,0,0,3,3,2,1,0,0,3,4,0,0,0
89,0,0,0,0,0,0,1,0,3,0,0,4,0,0,0,0,1,5,1,6,0,0,0,0,0,0,1,4,2,0,1,4,0,0,0,0,1
89,0,0,0,0,0,0,1,0,3,0,0,4,0,0,0,0,1,5,0,0,1,6,0,0,0,0,2,6,5,1,2,6,0,0,0,0,0
91,0,0,0,0,0,0,1,0,3,0,0,4,0,0,0,0,5,6,4,6,1,5,0,0,0,0,6,5,4,0,6,6,1,3,0,0,1
91,0,0,0,0,0,0,1,0,3,0,0,4,0,0,0,0,3,4,2,4,1,5,0,0,0,0,6,6,5,1,5,5,3,6,0,0,0
92,2,1,5,2,5,1,1,0,2,0,0,5,0,6,5,0,1,2,1,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
94,1,0,5,1,0,0,0,0,4,0,0,5,0,4,0,1,8,6,7,6,0,0,0,0,0,0,8,6,5,2,8,6,0,0,0,0,1
94,1,3,5,1,5,3,1,0,2,0,1,2,0,4,6,1,3,1,1,1,2,6,0,0,0,3,6,3,1,0,6,3,1,6,0,0,0
94,1,0,5,1,0,0,1,0,4,0,0,5,0,4,0,1,1,1,1,1,0,0,0,0,0,0,4,1,0,0,4,1,0,0,0,0,0
95,1,0,2,1,0,0,0,0,4,0,0,5,0,2,0,4,2,1,2,1,0,0,0,0,0,0,2,1,0,0,2,1,0,0,0,0,1
95,0,1,0,0,5,1,1,0,1,0,0,3,0,0,2,4,2,1,1,1,1,1,0,0,0,0,5,1,0,0,4,1,1,1,0,0,0
95,0,1,0,0,5,1,1,0,1,0,0,3,0,0,2,4,7,2,3,2,3,2,5,3,0,0,7,2,2,1,3,1,6,4,0,0,0
95,0,0,0,0,0,0,1,0,3,0,0,4,0,0,0,4,4,1,1,1,2,2,1,1,0,0,6,1,1,0,2,1,4,2,0,0,0
95,2,1,5,3,5,1,1,0,2,0,0,5,0,3,2,4,5,1,5,2,0,0,0,0,0,0,5,1,0,0,5,1,0,0,0,0,0
95,0,1,0,0,5,1,1,0,1,0,0,3,0,0,2,4,4,1,2,1,1,1,1,1,0,0,3,1,0,0,2,1,1,1,0,0,0
95,2,0,5,3,0,0,1,0,4,1,0,6,0,3,0,4,8,4,6,4,5,4,5,4,0,0,8,4,5,3,8,5,5,3,0,0,1
95,0,1,0,0,5,1,1,0,1,0,0,3,0,0,2,4,7,2,2,1,3,2,5,3,0,2,6,1,1,0,2,1,5,3,0,0,0
95,0,0,0,0,0,0,1,0,3,0,0,4,0,0,0,4,3,1,1,1,0,0,2,1,0,1,7,2,2,1,7,3,0,0,0,0,0
98,0,1,0,0,5,1,1,0,1,0,0,3,0,0,4,1,1,3,0,0,1,5,0,0,0,1,1,3,2,0,1,3,0,0,0,0,0
98,3,1,5,3,5,1,1,0,2,0,1,6,0,6,4,1,2,5,2,6,0,0,0,0,0,0,2,5,5,1,2,5,0,0,0,0,1
98,0,1,0,0,5,1,1,0,1,0,0,3,0,0,4,1,1,3,0,0,1,5,0,0,0,1,1,3,2,0,1,3,0,0,0,0,0
100,0,0,0,0,0,0,1,0,3,0,0,4,0,0,0,0,3,5,0,0,3,5,0,0,0,0,6,6,5,1,2,6,4,5,0,0,0
100,1,1,5,2,5,2,1,0,2,0,0,4,0,5,5,0,4,6,0,0,4,6,0,0,0,0,4,4,3,0,0,0,4,5,0,0,1
101,2,1,3,1,1,0,1,0,2,0,0,5,0,2,1,4,2,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
101,3,4,5,2,5,3,1,0,2,0,1,3,0,3,4,4,6,3,2,3,2,2,3,3,0,0,6,4,5,3,6,5,2,2,0,0,1
101,1,0,1,0,0,0,1,0,4,0,0,5,0,1,0,4,4,2,1,2,1,1,2,2,0,0,2,1,1,0,1,1,1,1,0,0,0
101,1,0,1,0,0,0,1,0,4,0,0,5,0,1,0,4,3,1,1,2,0,0,2,2,0,0,1,1,0,0,1,1,0,0,0,0,0
101,1,0,1,0,0,0,1,0,4,0,0,5,0,1,0,4,3,1,1,2,0,0,2,2,0,0,1,1,0,0,1,1,0,0,0,0,0
101,0,3,0,0,3,2,1,0,1,0,0,1,0,0,3,4,3,1,1,2,1,1,1,1,0,0,3,2,1,1,1,1,2,2,0,0,1
101,3,1,5,2,1,0,1,0,2,0,1,6,0,3,1,4,5,2,1,2,3,3,1,1,0,0,6,3,3,2,3,2,2,2,1,5,1
101,1,1,1,0,1,0,1,0,2,0,0,4,0,1,1,4,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0
101,1,2,1,0,2,1,1,0,2,0,0,3,0,1,2,4,4,2,2,3,2,2,0,0,0,0,5,2,2,1,2,2,2,2,1,5,0
101,0,1,0,0,1,0,1,0,1,0,0,3,0,0,1,4,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0
103,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,8,3,7,4,0,0,0,0,0,0,7,1,1,0,7,1,0,0,0,0,0
103,3,0,5,3,0,0,0,0,4,1,0,7,1,4,0,4,6,1,6,1,0,0,0,0,0,0,7,1,1,0,7,2,0,0,0,0,0
103,3,0,5,3,0,0,0,0,4,1,0,7,1,4,0,4,8,3,7,4,0,0,0,0,0,0,9,3,5,2,8,3,0,0,0,0,1
103,0,0,0,0,0,0,1,0,3,0,0,4,0,0,0,4,6,1,1,1,4,3,1,1,0,0,6,1,1,0,1,1,6,3,3,6,0
103,0,1,0,0,2,1,1,0,1,0,0,3,0,0,2,4,6,1,4,1,4,3,1,1,0,0,7,2,2,1,7,2,1,1,2,4,0
103,1,2,1,1,5,2,1,0,2,0,0,3,0,2,3,4,6,1,5,1,4,3,1,1,0,1,9,3,4,1,8,3,5,3,0,0,0
103,1,2,1,1,5,2,1,0,2,0,0,3,0,2,3,4,2,1,0,0,2,2,0,0,0,0,4,1,0,0,0,0,4,2,0,0,0
103,0,2,0,0,5,2,1,0,1,0,0,2,0,0,3,4,7,2,4,1,4,3,5,6,0,1,7,1,2,0,6,1,6,3,0,0,0
103,0,1,0,0,2,1,1,0,1,0,0,3,0,0,2,4,2,1,1,1,0,0,1,1,0,0,7,1,1,0,7,1,0,0,0,0,0
104,1,0,0,1,0,0,0,0,4,0,0,5,0,1,0,5,6,1,6,3,0,0,0,0,0,0,9,3,5,4,8,5,0,0,0,0,0
104,0,2,0,0,3,2,1,0,1,0,0,2,0,0,1,5,3,1,2,1,1,1,0,0,0,1,7,1,1,1,6,1,4,1,0,0,0
104,0,1,0,0,1,1,1,0,1,0,0,3,0,0,1,5,7,2,4,2,0,0,6,4,0,0,2,1,0,0,2,1,0,0,0,0,0
104,0,0,0,0,0,0,1,0,3,0,0,4,0,0,0,5,3,1,0,0,3,1,0,0,0,2,4,1,0,0,0,0,4,1,0,0,0
104,0,0,0,0,0,0,1,0,3,0,0,4,0,0,0,5,3,1,0,0,3,1,0,0,0,2,4,1,0,0,0,0,4,1,0,0,0
104,3,0,2,3,0,0,1,0,4,1,0,7,1,2,0,5,2,1,0,0,2,1,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0
104,0,3,0,0,5,3,1,0,1,0,0,1,0,0,2,5,1,1,0,0,1,1,0,0,0,1,2,1,0,0,0,0,2,1,0,0,0
104,0,1,0,0,1,1,1,0,1,0,0,3,0,0,1,5,3,1,0,0,2,1,1,1,0,0,2,1,0,0,0,0,2,1,0,0,0
104,6,1,5,5,1,1,1,0,2,0,1,7,1,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0,2,0,0,3,2,1,0,1,0,0,2,0,0,1,5,4,1,0,0,4,1,0,0,0,3,6,1,0,0,0,0,6,1,0,0,0
104,0,1,0,0,1,1,1,0,1,0,0,3,0,0,1,5,1,1,0,0,1,1,0,0,0,1,4,1,0,0,0,0,4,1,0,0,0
104,0,0,0,0,0,0,1,0,3,0,0,4,0,0,0,5,5,1,0,0,5,2,0,0,0,3,6,1,1,1,0,0,6,2,0,0,0
104,0,0,0,0,0,0,1,0,3,0,0,4,0,0,0,5,4,1,0,0,3,1,1,1,0,2,4,1,0,0,0,0,4,1,0,0,0
104,0,0,0,0,0,0,1,0,3,0,0,4,0,0,0,5,3,1,0,0,3,1,0,0,0,2,4,1,0,0,0,0,4,1,0,0,0
104,6,1,5,5,1,1,1,0,2,0,1,7,1,3,1,5,7,2,3,2,0,0,6,5,0,0,3,1,0,0,3,1,0,0,0,0,1
104,0,2,0,0,3,2,1,0,1,0,0,2,0,0,1,5,6,1,3,2,5,2,2,1,0,0,8,2,3,3,7,2,6,2,0,0,0
104,0,1,0,0,1,1,1,0,1,0,0,3,0,0,1,5,6,1,1,1,2,1,3,1,0,1,5,1,0,0,1,1,4,1,0,0,0
104,0,1,0,0,1,1,1,0,1,0,0,3,0,0,1,5,6,1,6,3,3,1,0,0,0,2,8,2,3,2,7,2,6,2,0,0,0
104,0,0,0,0,0,0,1,0,3,0,0,4,0,0,0,5,3,1,0,0,3,1,0,0,0,2,4,1,0,0,0,0,4,1,0,0,0
104,1,1,0,1,1,1,1,0,2,0,0,4,0,1,1,5,5,1,2,1,2,1,1,1,0,0,6,1,1,1,5,1,4,1,0,0,0
106,3,1,5,3,2,1,0,0,2,0,1,6,0,6,2,3,4,2,4,3,0,0,0,0,0,0,4,1,0,0,4,1,0,0,0,0,0
106,1,1,1,1,2,1,0,0,2,0,0,4,0,2,2,3,3,2,3,2,0,0,0,0,0,0,7,4,3,1,7,4,0,0,0,0,1
106,0,0,0,0,0,0,1,0,3,0,0,4,0,0,0,3,2,1,2,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
106,1,1,1,1,2,1,1,0,2,0,0,4,0,2,2,3,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
106,0,2,0,0,5,2,1,0,1,0,0,2,0,0,4,3,7,6,6,5,1,6,4,6,0,1,8,6,5,2,8,6,1,6,0,0,1
107,1,0,5,2,0,0,1,0,4,0,0,5,0,5,0,0,5,4,2,3,1,4,2,5,0,0,3,2,0,0,2,2,1,3,0,0,0
107,0,1,0,0,5,2,1,0,1,0,0,3,0,0,5,0,6,6,6,6,2,6,2,5,0,1,7,6,5,1,7,6,3,6,0,0,1
109,1,1,1,0,2,0,1,0,2,0,0,4,0,4,4,1,1,4,0,0,1,5,0,0,0,0,1,3,2,0,0,0,1,5,0,0,0
109,3,2,5,2,5,1,1,0,2,0,1,5,0,6,6,1,1,4,1,6,0,0,0,0,0,0,2,5,5,1,2,6,0,0,0,0,1
109,0,1,0,0,2,0,1,0,1,0,0,3,0,0,4,1,1,4,0,0,1,5,0,0,0,1,1,3,2,0,0,0,1,5,0,0,0
110,0,0,0,0,0,0,1,0,3,0,0,4,0,0,0,1,3,5,3,6,0,0,0,0,0,0,3,5,5,1,3,6,0,0,0,0,1
