@relation 'lineCommentData-weka.filters.unsupervised.attribute.Remove-R41,45-46,50-57,61,65-66,73,81,85-86,103-106,110-weka.filters.unsupervised.attribute.Remove-R30-34,37,40-43,49-52,56-62,65-68-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R25-26-weka.filters.unsupervised.attribute.Remove-R26-42,51-71-weka.filters.unsupervised.attribute.Remove-R27'

@attribute commentID numeric
@attribute diffSize numeric
@attribute insertStatement numeric
@attribute insertStatementWeight numeric
@attribute deleteStatement numeric
@attribute deleteStatementWeight numeric
@attribute updateStatement numeric
@attribute updateStatementWeight numeric
@attribute parentChange numeric
@attribute parentChangeWeight numeric
@attribute orderingChange numeric
@attribute orderingChangeWeight numeric
@attribute conditionChange numeric
@attribute conditionChangeWeight numeric
@attribute insertAlternative numeric
@attribute insertAlternativeWeight numeric
@attribute deleteAlternative numeric
@attribute deleteAlternativeWeight numeric
@attribute newAllLine numeric
@attribute oldAllLine numeric
@attribute subLine numeric
@attribute changeLine numeric
@attribute changeLineWeight numeric
@attribute firstDiffLocation numeric
@attribute tokenChange numeric
@attribute wordSize numeric
@attribute codeSimilarity numeric
@attribute oldCodeCommentSimilarity numeric
@attribute newCodeCommentSimilarity numeric
@attribute subSimilarity numeric
@attribute addWordNumber numeric
@attribute deleteWordNumber numeric
@attribute class {0,1}

@data
15036,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,2,1,2,5,0,6,9,9,9,0,3,0,1
15045,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,4,4,0,1,3,4,0,7,8,6,6,0,6,0,0
15048,2,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,5,5,0,2,4,3,0,3,9,9,9,0,6,1,0
15051,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,2,1,2,5,0,6,9,9,9,0,3,0,1
15054,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,1,1,7,0,8,11,7,7,0,0,0,0
15066,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,7,7,0,1,1,5,0,5,11,6,6,0,0,0,0
15069,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,7,7,0,1,1,5,0,5,11,6,6,0,0,0,0
15075,2,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,5,5,0,2,4,1,0,3,11,9,9,0,0,0,0
15078,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,3,3,0,1,4,2,1,4,9,9,9,0,1,1,0
15081,6,4,6,0,0,0,0,2,3,0,0,0,0,2,3,0,0,8,8,6,7,3,8,0,8,10,8,8,0,1,0,0
15087,1,1,5,0,0,0,0,1,5,0,0,0,0,0,0,0,0,8,8,2,3,1,7,0,8,10,7,7,2,2,0,0
15090,4,3,6,0,0,1,2,0,0,0,0,0,0,0,0,0,0,7,6,4,6,6,1,0,6,9,6,6,5,6,0,0
15093,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,6,6,0,1,2,3,0,5,10,10,10,0,1,1,0
15099,3,2,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2,5,1,8,0,6,10,8,8,0,2,0,0
15105,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,2,2,0,1,5,2,1,3,11,5,5,0,0,0,0
15108,3,2,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2,5,1,8,0,6,10,8,8,0,2,0,0
15117,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,7,7,0,3,2,1,1,4,10,11,11,0,1,0,0
15120,2,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,8,8,0,4,2,1,1,3,10,11,11,0,1,0,0
15135,2,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,8,8,0,2,1,8,0,8,11,9,9,0,0,0,0
15159,1,0,0,1,5,0,0,2,11,0,0,0,0,0,0,0,0,8,8,0,7,2,8,1,8,11,6,6,0,0,0,0
15162,7,6,5,0,0,6,5,1,1,0,0,1,1,0,0,0,0,8,8,6,8,2,8,0,8,10,9,9,0,6,1,0
15192,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,7,7,0,1,1,6,1,3,10,5,5,0,0,1,0
15195,2,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,8,8,0,2,1,7,1,6,10,5,5,0,1,2,0
15201,4,3,6,0,0,0,0,1,2,0,0,0,0,1,2,0,0,6,4,6,7,0,2,0,6,9,7,7,2,5,0,1
15204,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,4,1,0,6,9,2,5,30,6,0,0
15207,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,6,6,0,1,2,5,1,4,11,10,10,0,0,0,0
15213,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,2,8,6,7,0,8,11,5,5,0,0,0,1
15216,5,3,5,0,0,2,4,0,0,0,0,0,0,0,0,0,0,8,8,6,6,2,8,0,2,10,11,11,0,3,0,0
15225,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,0,2,1,8,1,3,10,11,11,0,2,1,0
15228,6,3,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,6,8,7,7,0,2,0,6,8,8,6,19,0,7,1
15231,8,0,0,8,10,1,1,0,0,0,0,0,0,0,0,0,0,7,8,8,8,0,4,0,6,8,8,5,32,0,8,1
15234,6,6,8,0,0,0,0,0,0,0,0,1,2,0,0,0,0,8,8,7,7,2,8,0,8,10,7,7,0,6,0,1
15252,2,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2,2,1,8,0,8,11,8,8,0,0,0,0
15261,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1,1,1,8,0,7,11,9,9,0,0,0,0
15264,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,8,8,2,1,1,1,0,6,10,7,7,0,6,0,0
15267,2,0,0,1,4,1,4,0,0,0,0,0,0,0,0,0,0,8,8,1,2,1,8,0,8,10,8,8,0,1,1,0
15273,2,1,4,0,0,1,4,0,0,0,0,0,0,0,0,0,0,7,7,1,2,2,4,0,2,10,7,11,32,3,0,0
15276,5,1,2,4,7,0,0,2,4,0,0,0,0,0,0,0,0,6,7,4,7,0,5,0,7,9,2,1,1,1,6,0
15282,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,6,6,0,1,2,1,0,5,11,11,11,0,0,0,0
15285,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,6,6,0,1,2,1,0,5,10,11,11,0,1,0,0
15288,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,6,6,0,1,2,1,0,5,11,11,11,0,0,0,0
15291,5,4,7,0,0,1,2,0,0,0,0,0,0,0,0,0,0,6,4,4,5,7,3,0,2,8,5,11,50,7,1,0
15303,4,3,6,1,2,0,0,0,0,1,2,0,0,0,0,0,0,7,6,1,7,0,1,0,6,10,6,6,0,3,0,0
15306,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,7,5,7,1,7,11,7,7,0,0,0,0
15312,7,7,8,0,0,3,2,0,0,0,0,0,0,0,0,0,0,8,8,7,8,7,8,0,7,9,8,8,0,7,2,0
15315,6,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7,8,9,4,0,4,10,5,5,0,0,7,0
15318,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,7,7,0,1,1,3,1,4,10,10,10,0,0,1,0
15321,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,3,2,1,1,4,3,0,3,10,6,7,8,2,0,0
15327,1,1,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,6,3,6,6,4,0,2,10,5,5,0,1,0,1
15330,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1,1,1,2,0,5,11,10,10,0,1,0,0
15336,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1,1,1,6,0,6,10,8,8,4,4,0,0
15339,3,1,3,0,0,2,5,0,0,0,0,0,0,0,0,0,0,8,8,7,6,2,8,0,8,10,7,7,2,1,6,0
15342,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,0,1,1,8,1,6,10,10,10,0,1,3,0
15348,1,1,5,0,0,0,0,1,5,0,0,0,0,0,0,0,0,7,7,1,1,1,6,0,2,11,7,7,0,0,0,0
15357,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2,1,1,3,0,6,10,9,9,0,1,0,0
15360,3,3,8,0,0,0,0,2,5,0,0,0,0,0,0,0,0,8,8,5,6,2,8,0,6,10,9,9,0,6,0,0
15366,3,2,5,0,0,0,0,1,3,0,0,0,0,1,3,0,0,7,6,3,6,8,6,0,4,9,6,6,0,6,0,0
15381,4,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,8,8,0,4,1,1,1,7,10,6,6,0,1,1,0
15390,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,6,6,1,8,0,2,10,11,11,0,6,0,1
15396,7,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,8,7,6,6,0,6,10,5,5,0,6,0,0
15399,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,4,1,4,0,7,10,6,7,4,5,0,0
15402,1,0,0,1,5,0,0,3,0,0,0,0,0,0,0,0,0,8,8,2,8,3,8,0,8,10,8,8,0,1,0,0
15414,7,6,6,2,2,0,0,2,2,0,0,1,1,1,1,0,0,7,6,6,8,0,2,0,5,10,8,8,2,4,0,0
15423,2,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,5,5,0,2,4,2,1,4,10,9,9,0,0,2,0
15450,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,1,8,7,7,0,8,10,5,5,0,2,0,0
15456,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,5,4,6,0,2,10,11,11,0,4,0,1
15465,4,2,4,1,2,1,2,0,0,0,0,0,0,0,0,0,0,8,8,1,4,2,3,0,7,10,7,8,2,4,2,1
15468,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,5,5,0,1,2,3,0,6,11,7,7,0,0,0,0
15471,7,7,9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,8,8,7,8,3,8,0,6,10,8,8,1,7,0,1
15474,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1,1,1,6,0,4,10,7,7,0,1,0,0
15477,4,2,4,0,0,2,4,0,0,0,0,0,0,0,0,0,0,7,6,3,5,4,6,0,6,10,10,10,0,3,0,0
15480,6,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,7,7,8,7,0,6,10,10,10,0,6,0,1
15483,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,0,3,1,7,0,7,10,8,8,0,3,0,0
15486,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,6,6,0,2,3,2,0,4,11,5,5,0,0,0,0
15489,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,6,6,0,2,3,2,0,3,11,11,11,0,0,0,0
15492,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,6,6,0,2,3,2,0,6,11,7,7,0,0,0,0
15495,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,6,6,0,2,3,2,0,4,11,4,4,0,0,0,0
15498,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,6,6,0,2,3,2,0,2,11,11,11,0,0,0,0
15501,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,6,6,0,2,2,2,0,4,11,6,6,0,0,0,0
15504,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,6,6,0,2,3,2,0,6,11,7,7,0,0,0,0
15507,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,6,6,0,2,3,2,0,3,11,9,9,0,0,0,0
15510,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,6,6,0,2,3,2,0,4,11,10,10,0,0,0,0
15513,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,6,6,0,2,3,2,0,5,11,9,9,0,0,0,0
15516,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,6,6,0,2,3,2,0,4,11,8,8,0,0,0,0
15519,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,6,6,0,2,3,3,0,6,11,8,8,0,0,0,0
15522,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,6,6,0,2,3,2,0,4,11,9,9,0,0,0,0
15525,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,6,6,0,2,3,2,0,4,11,9,9,0,0,0,0
15528,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,6,6,0,2,2,3,0,6,11,7,7,0,0,0,0
15540,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,2,8,3,8,0,8,11,6,6,0,0,0,1
15546,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,5,3,7,0,5,10,8,8,0,6,0,1
15549,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,0,1,1,6,0,7,10,8,8,0,1,0,0
15552,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,4,4,0,1,3,1,0,7,9,6,5,8,2,4,0
15555,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,0,1,0,8,0,8,10,10,10,0,1,0,0
15558,2,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,7,7,0,2,2,6,0,3,10,5,5,0,0,2,0
15561,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,6,6,0,6,8,1,0,2,9,7,7,0,3,2,0
15564,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,7,7,0,2,2,7,0,7,10,7,7,0,5,1,0
15567,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,1,1,6,0,2,11,5,5,0,0,0,0
15573,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,2,2,0,1,5,2,1,6,10,5,5,0,0,2,0
15576,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,5,5,0,1,2,3,1,3,10,9,9,0,0,2,0
15579,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,4,4,0,1,3,4,1,7,10,6,6,0,0,2,0
15582,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1,1,1,8,0,7,11,8,8,0,0,0,0
15591,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,7,7,0,1,1,2,1,6,11,8,8,0,0,0,0
15600,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,6,6,1,8,0,8,10,8,8,0,5,0,1
15603,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,4,4,2,7,0,2,10,5,5,0,2,0,1
15606,1,1,5,0,0,0,0,2,11,0,0,0,0,0,0,0,0,6,4,2,4,7,1,0,7,10,6,6,0,1,0,0
15609,7,0,0,6,5,4,3,4,3,0,0,0,0,0,0,2,2,8,8,7,8,4,8,0,8,10,8,7,7,2,7,1
15627,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1,2,1,8,0,5,10,9,9,1,3,0,0
15630,2,1,4,0,0,1,4,0,0,0,0,0,0,0,0,0,0,8,8,1,2,1,8,0,8,10,9,9,0,6,2,0
15636,1,1,5,0,0,0,0,4,0,3,0,0,0,0,0,0,0,8,8,0,8,10,6,1,8,11,5,5,0,0,0,0
15642,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,1,1,1,2,0,7,11,6,6,0,0,0,0
15645,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,3,3,0,1,4,1,0,5,10,8,8,0,1,0,0
15648,6,4,5,0,0,3,4,1,2,0,0,1,2,0,0,0,0,8,8,6,7,4,5,0,6,10,8,8,0,6,0,1
15654,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,1,1,5,0,6,11,6,6,0,0,0,0
15657,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,5,5,0,1,2,4,0,3,10,4,4,0,0,2,0
15660,2,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,6,6,0,2,3,3,0,3,10,7,7,3,0,2,0
15666,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,0,1,1,8,1,8,11,8,8,0,0,0,0
15672,8,1,1,7,7,4,2,2,1,7,6,0,0,0,0,1,1,8,8,8,8,0,1,0,8,10,9,8,9,2,6,1
15675,6,0,0,3,5,2,3,0,0,0,0,0,0,0,0,1,2,7,8,5,7,7,6,0,6,10,6,6,0,2,5,0
15678,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,5,6,3,3,0,6,9,5,5,0,7,0,0
15681,7,6,8,0,0,1,1,2,2,0,0,1,1,1,1,0,0,8,6,7,7,9,7,0,6,8,7,8,11,8,0,0
15690,5,1,2,4,7,0,0,0,0,3,5,0,0,0,0,0,0,8,8,1,6,3,7,0,6,9,10,10,0,7,7,0
15693,1,1,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,7,2,7,7,5,0,6,11,7,7,0,0,0,1
15696,1,1,5,0,0,0,0,1,5,0,0,0,0,0,0,0,0,8,8,1,1,1,8,0,8,11,8,8,0,0,0,0
15711,3,0,0,0,0,3,8,2,5,0,0,0,0,0,0,0,0,8,8,0,3,1,8,0,7,10,7,7,0,2,0,0
15714,7,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,7,5,7,0,3,9,8,8,0,7,0,1
15717,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,2,2,0,1,5,2,1,6,10,5,5,0,0,2,0
15720,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,5,5,0,1,2,3,1,3,10,9,9,0,0,2,0
15729,6,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7,7,3,6,0,6,10,10,10,0,7,0,1
15732,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,0,1,1,7,0,7,11,7,7,0,0,0,0
15735,2,1,4,0,0,1,4,0,0,0,0,0,0,0,0,0,0,8,8,2,2,1,8,0,6,10,6,7,14,6,0,1
15738,8,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,8,6,7,0,4,9,6,6,0,7,0,1
15741,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,6,6,8,2,0,4,10,5,5,0,3,0,1
15750,2,0,0,0,0,1,4,0,0,0,0,1,4,0,0,0,0,8,8,0,2,1,8,0,6,10,10,10,1,1,3,0
15753,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,7,7,0,1,1,1,1,4,10,9,9,0,0,1,0
15759,2,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,6,6,0,2,3,4,0,5,11,9,9,0,0,0,0
15765,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,7,7,0,1,1,6,0,6,11,7,7,0,0,0,0
15771,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,7,7,0,1,1,7,0,3,11,9,9,0,0,0,0
15774,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,0,1,1,7,0,8,11,7,7,0,0,0,0
15777,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,7,7,0,1,1,6,0,3,11,9,9,0,0,0,0
15780,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,2,4,2,7,0,7,9,5,5,0,4,0,0
15786,6,2,3,0,0,0,0,2,3,4,6,4,6,0,0,0,0,8,8,6,7,2,7,0,8,10,7,8,2,5,0,1
15789,2,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,7,7,0,2,1,4,0,7,9,5,5,0,4,0,0
15798,2,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,8,8,0,2,1,8,0,3,11,10,10,0,0,0,0
15801,2,0,0,1,4,0,0,2,7,0,0,1,4,0,0,0,0,8,8,0,6,3,7,0,6,10,10,10,0,2,1,0
15810,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,7,7,0,1,1,7,0,3,11,9,9,0,0,0,0
15813,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,0,1,1,7,0,8,11,7,7,0,0,0,0
15816,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,7,7,0,1,1,6,0,3,11,9,9,0,0,0,0
15819,2,1,4,1,4,0,0,3,11,0,0,0,0,0,0,0,0,8,8,3,6,3,8,0,6,10,10,10,0,0,3,0
15822,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1,1,1,8,0,7,10,10,10,0,2,0,0
15825,2,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,8,8,0,6,3,4,0,7,10,9,9,0,4,1,0
15828,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,3,3,0,1,4,2,1,5,10,6,6,0,0,2,0
15831,7,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,7,7,5,7,0,2,10,11,11,0,3,0,1
15834,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,0,1,1,8,0,7,10,10,10,0,2,0,0
15837,5,1,2,4,7,0,0,1,2,0,0,0,0,0,0,0,0,6,6,3,5,8,2,0,6,7,6,4,23,2,7,0
15840,1,1,5,0,0,0,0,0,0,2,11,0,0,0,0,0,0,7,7,1,1,1,7,0,8,10,4,5,2,3,0,0
15843,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,1,2,1,7,1,5,10,9,9,0,0,1,0
15846,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,0,4,1,8,1,8,10,6,6,0,0,1,0
15855,3,2,5,0,0,1,3,0,0,1,3,0,0,0,0,0,0,8,8,3,6,2,8,0,8,10,7,7,2,2,0,1
15861,6,6,9,0,0,0,0,0,0,1,2,0,0,0,0,0,0,7,6,6,6,4,6,1,4,10,9,10,11,6,0,0
15864,6,2,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,6,6,3,0,3,9,9,9,0,3,6,0
15867,3,2,5,0,0,1,3,0,0,0,0,0,0,0,0,0,0,8,8,2,3,1,7,0,6,11,8,8,0,0,0,0
15870,3,2,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1,3,1,7,0,6,10,7,7,0,1,0,0
15873,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,4,1,8,0,3,10,9,9,0,1,0,0
15876,2,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,2,7,4,0,3,10,4,4,2,0,4,0
15885,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,5,5,0,1,2,4,0,5,10,7,7,0,1,0,0
15897,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,7,7,0,5,3,7,0,5,11,5,5,0,0,0,0
15900,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2,4,5,6,0,4,9,5,5,2,6,0,0
15903,2,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,4,1,8,0,8,10,8,8,3,0,6,1
15909,6,5,8,0,0,0,0,0,0,0,0,0,0,1,2,0,0,8,8,7,8,11,8,0,5,10,8,8,0,7,0,0
15912,2,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,8,8,0,2,1,7,0,3,10,9,9,0,2,2,0
15918,3,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,7,7,0,3,3,6,0,5,10,9,9,0,3,0,0
15924,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,2,2,0,1,5,2,1,6,9,5,7,22,4,1,0
15930,5,0,0,0,0,5,9,0,0,4,7,0,0,0,0,0,0,8,8,5,5,1,1,0,4,10,6,6,0,2,0,0
15933,6,3,3,6,6,0,0,1,1,5,5,0,0,0,0,0,0,8,8,4,8,0,1,0,3,10,9,7,22,6,6,0
15936,2,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,2,4,4,1,7,9,7,7,0,4,0,0
15951,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,1,1,6,0,6,11,8,8,0,0,0,0
15957,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,2,1,1,6,0,5,10,7,7,0,6,0,1
15963,6,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,8,8,0,6,2,7,1,5,10,8,8,0,0,1,0
15966,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,7,7,0,1,1,6,1,5,10,10,10,0,0,1,0
15987,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,0,1,1,7,0,6,11,9,9,0,0,0,0
15990,6,2,3,2,3,3,4,2,3,7,0,0,0,0,0,0,0,8,8,2,8,2,8,0,8,10,8,8,0,3,0,1
16008,3,2,5,0,0,0,0,1,3,0,0,0,0,1,3,0,0,8,8,4,6,2,8,0,6,10,8,8,0,5,0,0
16017,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,6,6,0,1,2,4,0,4,11,8,8,0,0,0,0
16020,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,1,2,4,0,5,9,8,8,0,2,0,1
16023,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2,1,1,7,0,6,10,7,7,0,4,0,1
16029,2,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,4,4,0,2,5,1,1,5,9,5,5,0,0,2,0
16032,8,5,2,8,9,1,1,2,1,0,0,0,0,0,0,1,1,8,8,8,8,0,6,0,8,10,8,7,2,2,8,1
16035,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1,1,1,8,0,3,10,7,7,0,4,0,0
16038,2,1,4,0,0,1,4,0,0,0,0,0,0,0,0,0,0,8,8,1,2,1,8,0,8,10,8,8,0,2,0,0
16041,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,0,1,1,8,0,8,11,10,10,0,0,0,0
16047,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,6,6,0,1,2,4,1,6,10,7,7,0,1,1,0
16050,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,4,1,1,6,11,6,6,0,0,0,0
16053,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,0,2,1,8,1,8,10,7,7,0,0,1,0
16056,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,0,6,2,2,0,8,10,5,5,0,1,0,0
16062,3,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,8,8,0,3,1,3,0,7,10,7,7,0,1,0,0
16065,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,6,6,0,1,2,6,1,6,11,9,9,0,0,0,0
16068,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,6,6,0,1,2,6,1,3,10,6,6,0,0,2,0
16071,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,7,7,0,1,1,5,0,3,10,5,5,0,2,2,0
