@relation 'lineCommentData-weka.filters.unsupervised.attribute.Remove-R41,45-46,50-57,61,65-66,73,81,85-86,103-106,110-weka.filters.unsupervised.attribute.Remove-R30-34,37,40-43,49-52,56-62,65-68-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R25-26-weka.filters.unsupervised.attribute.Remove-R26-42,51-71-weka.filters.unsupervised.attribute.Remove-R27'

@attribute commentID numeric
@attribute diffSize numeric
@attribute insertStatement numeric
@attribute insertStatementWeight numeric
@attribute deleteStatement numeric
@attribute deleteStatementWeight numeric
@attribute updateStatement numeric
@attribute updateStatementWeight numeric
@attribute parentChange numeric
@attribute parentChangeWeight numeric
@attribute orderingChange numeric
@attribute orderingChangeWeight numeric
@attribute conditionChange numeric
@attribute conditionChangeWeight numeric
@attribute insertAlternative numeric
@attribute insertAlternativeWeight numeric
@attribute deleteAlternative numeric
@attribute deleteAlternativeWeight numeric
@attribute newAllLine numeric
@attribute oldAllLine numeric
@attribute subLine numeric
@attribute changeLine numeric
@attribute changeLineWeight numeric
@attribute firstDiffLocation numeric
@attribute tokenChange numeric
@attribute wordSize numeric
@attribute codeSimilarity numeric
@attribute oldCodeCommentSimilarity numeric
@attribute newCodeCommentSimilarity numeric
@attribute subSimilarity numeric
@attribute addWordNumber numeric
@attribute deleteWordNumber numeric
@attribute class {0,1}

@data
2237,6,1,2,0,0,6,8,0,0,0,0,0,0,0,0,0,0,8,8,1,6,3,7,0,6,10,5,5,0,1,1,0
2242,6,2,3,0,0,0,0,1,2,0,0,5,6,1,2,0,0,8,8,2,8,0,7,0,4,11,9,9,0,0,0,0
2243,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,7,7,0,1,1,1,0,6,10,8,8,0,1,1,0
2245,6,1,2,1,2,4,6,0,0,0,0,0,0,0,0,0,0,7,7,0,6,4,5,0,6,10,6,6,0,1,1,0
2246,6,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,8,8,5,6,2,7,0,4,11,6,6,0,0,0,0
2249,7,1,1,1,1,6,8,0,0,0,0,0,0,0,0,0,0,8,8,0,7,9,1,0,8,10,6,6,0,1,1,1
2251,7,2,1,7,9,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7,7,4,8,1,3,10,7,7,0,2,7,0
2252,2,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,8,8,3,8,7,6,0,4,10,5,5,0,1,0,0
2255,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,1,6,3,2,0,6,10,8,8,0,1,0,0
2257,7,2,2,6,5,0,0,2,2,0,0,1,1,1,1,2,2,7,7,3,8,0,1,0,5,9,7,8,7,2,4,0
2258,2,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,2,2,7,0,8,10,9,9,0,1,1,0
2266,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,0,3,2,7,1,4,10,11,11,0,1,1,0
2267,4,3,6,0,0,1,2,0,0,0,0,0,0,0,0,0,0,8,8,6,6,2,2,0,8,10,8,8,7,6,0,0
2269,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,0,1,1,6,1,3,11,11,11,0,0,0,0
2272,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,0,1,1,2,1,4,10,11,11,0,1,1,0
2273,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,0,1,1,2,1,3,11,11,11,0,0,0,0
2275,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,0,1,1,2,1,3,11,11,11,0,0,0,0
2276,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,0,1,1,4,1,4,10,11,11,0,1,1,0
2278,2,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,8,8,0,2,1,2,1,3,10,11,11,0,0,1,0
2279,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,0,1,1,2,1,5,10,8,8,0,1,1,0
2281,4,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,8,8,2,8,5,2,1,5,10,11,11,0,2,0,0
2287,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,7,7,1,6,7,2,0,4,10,7,7,0,1,0,0
2288,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,7,7,1,6,8,2,0,4,10,7,7,0,1,0,0
2291,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,1,8,10,1,0,6,11,9,9,0,0,0,0
2293,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,3,8,10,1,0,6,11,10,10,0,0,0,0
2294,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,6,6,0,1,2,1,1,6,10,6,6,0,1,0,0
2297,2,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,8,8,2,8,8,2,0,3,10,8,8,0,1,0,0
2300,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,1,8,10,1,0,6,11,9,9,0,0,0,0
2302,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,5,8,10,1,0,5,11,10,10,0,0,0,0
2306,4,3,6,0,0,1,2,0,0,0,0,0,0,0,0,0,0,8,8,3,4,1,6,1,3,10,11,11,0,6,0,0
2309,4,3,6,0,0,1,2,0,0,0,0,0,0,0,0,0,0,8,8,3,4,1,6,1,3,10,11,11,0,6,0,0
2311,4,3,6,0,0,1,2,0,0,0,0,0,0,0,0,0,0,8,8,3,4,1,6,1,3,10,11,11,0,6,1,0
2312,6,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,8,8,0,6,2,7,1,3,10,10,10,0,1,2,0
2314,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,7,7,0,1,1,2,1,5,11,8,8,0,0,0,0
2317,4,3,6,0,0,1,2,0,0,0,0,0,0,0,0,0,0,8,8,3,4,1,6,1,6,10,11,11,0,6,0,0
2318,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,0,1,1,6,1,6,11,8,8,0,0,0,0
2321,2,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,8,8,0,4,2,2,1,4,10,11,11,0,4,0,0
2327,2,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,8,8,0,4,2,4,1,4,10,11,11,0,4,0,0
2338,3,0,0,1,3,2,5,0,0,0,0,0,0,0,0,0,0,8,8,0,5,2,7,1,4,10,11,11,0,2,5,0
2345,2,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,8,8,0,4,2,6,1,4,10,11,11,0,2,5,0
2348,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,0,3,2,7,1,4,10,11,11,0,1,6,0
2353,2,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,2,1,8,0,6,11,9,9,0,0,0,0
2359,3,1,3,0,0,1,3,3,8,0,0,1,3,0,0,0,0,7,7,1,5,4,2,0,6,11,11,11,0,0,0,0
2366,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,6,7,1,1,1,3,0,7,10,11,9,13,1,2,0
2369,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,4,3,6,0,5,10,8,8,0,1,0,0
2371,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,7,7,0,1,1,7,0,8,11,6,6,0,0,0,0
2372,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,7,7,1,7,7,3,0,6,11,7,7,0,0,0,0
2375,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,6,6,0,1,2,6,0,3,10,3,3,0,0,1,0
2377,6,0,0,6,9,0,0,2,3,0,0,0,0,0,0,0,0,7,8,6,7,8,6,0,7,10,8,8,0,0,1,0
2381,6,3,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,6,2,7,0,3,11,10,10,0,0,0,0
2387,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,3,3,0,1,4,1,0,3,11,11,11,0,0,0,0
2390,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1,1,1,6,0,8,10,10,10,0,0,1,0
2393,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1,1,1,3,0,2,10,9,9,0,0,1,0
2395,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1,1,1,1,0,6,10,5,5,0,0,1,0
2396,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,1,1,4,0,4,11,8,8,0,0,1,0
2398,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1,1,1,3,0,4,10,8,8,0,0,2,0
2399,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1,1,1,7,0,2,11,11,11,0,0,0,0
2401,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1,1,1,7,0,7,10,8,8,5,0,6,0
2407,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2,2,3,1,0,6,10,6,6,1,6,0,0
2408,3,2,5,0,0,0,0,0,0,0,0,1,3,0,0,0,0,8,8,2,3,1,7,0,4,10,10,10,0,3,1,0
2411,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,7,6,8,9,3,0,7,10,7,7,4,5,0,0
2413,2,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,2,2,7,0,3,10,8,8,0,0,2,0
2416,2,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,3,3,6,0,4,11,5,5,0,0,0,0
2422,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,0,7,5,2,0,3,11,8,8,0,0,0,0
2425,2,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,7,7,0,2,2,3,0,7,11,5,5,0,0,0,0
2426,4,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,8,8,0,4,1,8,0,8,11,6,6,0,0,0,0
2428,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,8,8,0,1,1,8,0,7,11,6,6,0,0,0,0
2434,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,0,7,2,7,1,5,11,11,11,0,0,0,0
2435,5,4,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2,5,2,8,0,7,11,2,2,0,0,0,0
2440,8,6,3,4,2,6,4,0,0,0,0,3,2,0,0,0,0,8,8,6,8,5,6,0,4,10,7,8,9,4,2,1
2441,5,4,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,5,2,8,0,3,10,3,6,34,4,0,0
2447,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,0,4,1,8,1,8,10,8,8,0,1,0,0
2455,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,1,8,7,1,0,8,10,8,9,1,4,0,0
2456,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,7,7,0,1,1,6,0,7,10,9,9,0,1,0,0
2461,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,0,8,8,6,0,4,10,11,11,0,4,0,0
2462,2,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,8,8,4,8,4,8,0,8,10,8,8,0,4,0,0
2465,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,2,8,9,6,0,7,10,8,8,0,4,0,0
2467,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,2,8,6,8,0,4,10,8,8,0,4,0,0
2468,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,7,7,0,1,1,5,0,6,10,7,7,0,1,0,0
2471,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,0,1,1,1,1,4,10,11,11,0,1,0,0
2473,2,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,8,8,0,4,2,6,0,6,11,8,8,0,0,0,0
2474,2,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,8,8,0,4,2,6,0,6,11,7,7,0,0,0,0
2476,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,0,8,10,1,0,2,11,11,11,0,0,0,0
2477,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,0,8,10,1,0,6,11,9,9,0,0,0,0
2479,3,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,7,7,0,3,2,1,0,4,10,8,8,0,1,0,0
2482,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,0,1,1,2,0,6,11,7,7,0,0,0,0
2485,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,0,8,10,1,0,2,11,11,11,0,0,0,0
2486,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,6,6,0,1,2,2,0,6,10,6,6,0,1,0,0
2488,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,3,3,0,1,4,1,0,6,10,7,7,0,1,0,0
2489,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,6,6,0,1,2,5,0,2,11,11,11,0,0,0,0
2497,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,1,8,6,7,0,4,10,10,10,0,3,0,0
2498,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,2,2,0,1,5,1,1,6,9,4,1,28,0,1,0
2504,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,7,7,1,7,9,2,0,7,10,7,7,3,2,2,0
2506,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,1,8,10,1,0,2,10,11,11,0,2,2,0
2507,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,1,8,10,1,0,2,10,11,11,0,2,2,0
2519,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,0,3,1,8,1,3,10,11,11,0,1,0,0
2521,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,0,3,1,8,1,3,10,11,11,0,1,0,0
2525,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,0,3,1,8,1,3,10,11,11,0,1,0,0
2528,6,4,6,1,2,0,0,1,2,0,0,0,0,1,2,0,0,8,8,5,7,4,1,0,6,10,8,8,0,1,0,0
2530,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,6,6,0,1,2,1,0,3,11,3,3,0,0,0,0
2533,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,6,6,0,1,1,2,0,7,11,5,5,0,0,0,0
2534,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,6,6,0,1,1,2,0,7,11,5,5,0,0,0,0
2536,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,5,5,0,3,6,2,0,8,11,7,7,0,0,0,0
2537,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,3,3,0,1,4,2,0,7,11,5,5,0,0,0,0
2539,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,2,2,0,1,5,1,1,7,10,5,5,1,1,0,0
2540,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,2,2,0,1,5,1,0,7,11,5,5,4,0,1,0
2542,2,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,8,8,0,6,3,7,1,4,10,6,6,0,1,0,0
2545,4,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,8,8,0,6,2,7,0,2,11,9,9,0,0,0,0
2546,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,7,7,0,1,1,7,1,5,11,6,6,0,0,0,0
2548,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,6,0,3,0,3,7,3,3,0,6,0,0
2554,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,8,8,0,1,1,4,1,6,10,3,3,0,0,1,0
2555,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,8,8,0,1,1,6,1,3,10,3,3,0,0,1,0
2564,2,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,6,6,0,2,4,1,1,5,10,6,6,0,1,1,0
2569,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,6,4,2,3,0,7,10,8,8,0,5,0,0
2575,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,0,1,1,7,0,3,11,3,3,0,0,0,0
2576,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,6,6,0,1,2,3,1,4,11,6,6,0,0,0,0
2578,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,2,2,0,1,5,1,1,4,11,8,8,0,0,0,0
2579,6,4,6,0,0,1,2,1,2,0,0,0,0,1,2,0,0,8,8,6,7,6,8,0,7,10,8,8,4,4,0,1
2587,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,8,8,0,1,1,4,1,3,10,3,3,0,1,0,0
2588,3,2,5,0,0,0,0,1,3,0,0,1,3,0,0,0,0,8,8,3,5,2,7,0,3,10,10,10,0,1,0,0
2593,6,2,3,0,0,2,3,0,0,0,0,2,3,0,0,0,0,8,8,3,8,7,8,0,6,9,6,6,0,6,5,0
2600,5,2,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1,5,3,4,0,8,10,7,7,5,0,2,0
2603,3,0,0,2,5,0,0,1,3,0,0,0,0,0,0,1,3,6,6,2,7,0,2,0,6,10,8,8,0,0,2,0
2608,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,0,1,1,7,1,3,11,3,3,0,0,1,0
2612,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,8,8,0,1,1,8,0,5,11,7,7,0,0,0,0
2614,5,1,2,4,7,0,0,0,0,0,0,0,0,0,0,0,0,6,7,5,7,0,6,0,6,10,10,10,0,1,5,0
2615,6,1,2,5,8,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,6,0,2,0,3,8,7,7,0,1,7,0
2617,3,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,4,4,0,3,8,1,0,4,10,7,7,0,0,1,0
2618,2,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,6,6,0,2,4,1,0,3,10,1,1,0,0,1,0
2620,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,6,6,0,1,2,4,0,5,10,7,7,0,0,1,0
2621,2,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,5,5,0,2,4,1,0,3,10,7,7,0,0,1,0
2624,2,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,6,6,0,2,3,1,1,4,11,6,6,0,0,0,0
2626,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,4,4,0,1,3,1,1,5,10,5,5,0,1,1,0
2627,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,2,2,0,1,5,1,1,2,9,4,4,0,2,0,0
2632,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,1,4,1,0,4,9,6,6,0,0,3,0
2633,6,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,8,0,7,0,6,10,8,8,0,0,5,1
2635,4,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,7,0,6,0,6,9,7,5,25,0,6,1
2636,6,1,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,7,8,6,7,0,6,0,6,10,9,7,17,0,5,1
2638,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,6,6,0,1,2,4,0,5,11,7,7,0,0,0,0
2639,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,0,1,1,8,0,3,10,9,9,0,2,0,0
2641,2,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,2,7,3,0,6,9,5,5,8,0,4,0
2650,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,2,1,1,7,0,5,10,5,5,0,3,0,0
2651,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,5,3,2,1,2,1,0,4,11,6,6,0,0,0,0
2653,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,5,3,2,1,2,1,0,4,11,6,6,0,0,0,0
2654,2,0,0,0,0,2,7,1,4,0,0,0,0,0,0,0,0,5,6,1,2,4,2,0,6,9,9,9,0,1,4,1
2656,1,1,5,0,0,0,0,0,0,1,5,0,0,0,0,0,0,7,7,0,6,8,3,1,3,11,11,11,0,0,0,0
2657,2,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,8,8,2,6,1,8,0,6,10,6,6,1,2,0,0
2665,6,2,2,4,4,0,0,2,2,0,0,3,3,0,0,0,0,8,8,3,8,6,8,0,7,10,7,7,0,2,0,0
2669,6,1,2,3,4,3,4,2,3,0,0,0,0,0,0,0,0,7,7,1,7,0,6,0,5,10,7,7,0,2,2,0
2671,2,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1,5,2,7,0,3,10,11,11,0,0,2,0
2672,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,6,6,3,8,0,6,10,8,8,0,1,0,0
2675,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,1,1,3,0,4,10,8,8,0,0,3,0
2677,2,0,0,2,7,0,0,3,11,0,0,0,0,0,0,0,0,8,8,0,2,1,8,1,6,11,6,6,0,0,0,0
2681,6,4,5,0,0,0,0,2,3,1,2,2,3,1,2,0,0,8,8,8,8,7,8,0,3,10,6,6,0,3,0,1
2684,4,3,6,1,2,0,0,0,0,1,2,0,0,0,0,0,0,8,7,7,8,11,1,0,3,7,4,5,14,6,4,0
2686,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,7,7,0,1,1,7,1,5,10,9,9,0,0,1,0
2687,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,0,4,1,8,0,3,10,11,11,0,0,1,0
2690,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,7,7,0,1,1,7,1,5,10,5,5,0,1,1,0
2692,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,7,7,1,1,1,1,1,3,10,11,11,0,1,1,1
2695,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1,1,1,1,0,7,10,6,6,0,0,1,0
2698,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,7,7,0,1,1,2,1,7,10,7,7,1,2,1,0
2699,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,0,3,1,7,1,3,10,11,11,0,2,1,0
2704,7,6,5,5,4,1,1,0,0,0,0,0,0,0,0,0,0,8,8,1,7,4,1,0,2,10,5,5,0,3,1,0
2705,7,2,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,8,0,3,0,7,9,6,4,23,0,8,0
2708,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,1,4,1,8,0,5,10,8,8,0,6,0,0
2711,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,0,1,1,8,1,8,11,8,8,0,0,0,0
2714,6,1,2,1,2,5,7,0,0,0,0,0,0,0,0,0,0,8,8,0,6,1,8,1,8,10,8,8,0,0,1,0
2720,8,4,1,8,8,0,0,5,1,1,1,3,1,3,1,1,1,8,8,8,8,0,7,0,8,9,8,6,19,1,7,1
2723,2,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,6,6,0,2,2,3,0,3,10,11,11,0,2,1,0
2725,6,2,2,3,3,1,1,1,1,0,0,3,3,0,0,0,0,8,8,2,7,4,8,0,6,10,7,7,0,1,0,1
2726,5,2,4,2,4,1,2,0,0,0,0,0,0,0,0,0,0,8,8,6,6,1,8,0,3,10,11,11,0,3,0,1
2728,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,1,4,1,8,1,5,11,8,8,0,0,0,0
2731,6,5,5,0,0,0,0,1,1,0,0,0,0,3,3,1,1,7,7,4,8,0,5,0,6,10,8,8,0,1,0,0
2732,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,7,7,0,1,1,5,0,6,10,8,8,0,3,0,0
2735,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,8,8,1,1,1,7,0,3,11,7,7,0,0,0,0
2737,3,2,5,0,0,0,0,2,5,0,0,0,0,1,3,0,0,8,8,6,6,2,8,0,7,10,4,4,0,1,0,1
2740,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,1,1,8,1,5,11,8,8,0,0,0,0
2741,1,0,0,1,5,0,0,1,5,0,0,0,0,0,0,0,0,8,8,5,2,1,7,0,6,11,9,9,0,0,0,0
2743,2,0,0,0,0,1,4,0,0,0,0,1,4,0,0,0,0,6,6,0,3,5,1,0,1,8,0,0,0,3,4,0
2744,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,1,2,3,0,6,11,8,8,0,0,0,0
2746,6,6,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7,8,4,7,0,6,10,9,9,0,1,1,0
2747,3,2,5,0,0,0,0,0,0,0,0,1,3,0,0,0,0,8,8,2,3,1,7,0,6,10,9,9,0,1,0,0
2749,4,2,4,0,0,0,0,1,2,0,0,2,4,0,0,0,0,8,8,6,7,2,8,0,7,10,4,4,0,1,0,0
2750,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,8,8,2,1,1,7,0,7,10,4,4,0,1,0,0
2752,3,1,3,0,0,0,0,0,0,0,0,2,5,0,0,0,0,8,8,5,3,1,8,0,7,10,4,4,0,1,0,0
2755,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,3,3,0,2,7,1,0,6,10,4,4,0,0,1,0
2756,2,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,6,6,0,2,3,4,0,3,9,6,6,0,0,1,0
2758,5,1,2,2,4,0,0,2,4,0,0,1,2,0,0,1,2,8,8,5,7,2,8,0,7,10,5,4,6,0,1,1
2759,3,1,3,0,0,0,0,0,0,0,0,2,5,0,0,0,0,8,8,3,3,1,8,0,7,11,4,4,0,0,0,0
2761,7,6,8,1,1,0,0,0,0,0,0,1,1,0,0,0,0,8,7,8,8,10,8,0,6,8,8,9,10,7,4,0
2762,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,7,7,0,1,1,4,1,4,10,8,8,0,2,3,0
2764,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,8,0,1,1,8,0,7,11,4,4,0,0,0,0
2765,3,1,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,8,8,0,5,1,8,1,7,11,4,4,0,0,0,0
2767,1,1,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,8,0,8,6,7,1,6,11,9,9,0,0,0,0
2768,7,6,6,2,2,1,1,4,3,0,0,0,0,2,2,0,0,8,8,7,8,7,8,0,7,10,7,7,0,6,1,1
2774,2,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,8,8,0,2,1,7,0,7,11,4,4,0,0,0,0
2779,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,8,8,0,1,1,6,0,3,10,7,7,0,1,0,0
2782,2,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,8,8,0,2,1,7,1,7,10,4,4,0,1,0,0
